codigo_pedido;data_pedido;data_entrega;codigo_produto 1;codigo_produto 2;codigo_produto 3;codigo_produto4;quantidade;codigo_canal 1;codigo_canal 2;codigo_canal 3;codigo_canal 4;sts
7338;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0350;2030219B;2065179;
7339;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;12;10-50-60;0350;2030219B;2065179;
7340;01/05/2018;01/05/2018;PRP055;BT0008;611;;24;10-50-60;0350;2030219B;2065179;
7341;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;0350;2030219B;2065179;
7342;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0350;2030219B;2065179;
7343;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0350;2030219B;2065179;
7344;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;0350;2030219B;2065179;
7345;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010P;;294;10-50-60;0350;2030449B;2085337;
7346;01/05/2018;01/05/2018;PRP138;BT0024;BTN1442144;;72;10-50-60;0350;2030449B;2085337;
7347;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;66;10-50-60;0350;2030449B;2085337;
7348;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;288;10-50-60;0350;2030449B;2085337;
7349;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;4;10-50-60;0350;2030449B;2085337;
7350;01/05/2018;01/05/2018;PRP055;BT0061;BT2025;;24;10-50-60;0350;2030449B;2085337;
7351;01/05/2018;01/05/2018;PRP046;BT0008;BTN49067;;12;10-50-60;0350;2030449B;2085337;
7352;01/05/2018;01/05/2018;PRP025;BT0008;4563;;60;10-50-60;0350;2030449B;2085337;
7353;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0350;2030449B;2085337;
7354;01/05/2018;01/05/2018;PRP021;BT0024;BT271;;12;10-50-60;0350;2030449B;2085337;
7355;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030449B;2085337;
7356;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030449B;2085337;
7357;01/05/2018;01/05/2018;PRP046;BT0008;4933;;15;10-50-60;0350;2030449B;2085337;
7358;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;36;10-50-60;0350;2030449B;2085337;
7359;01/05/2018;01/05/2018;PRP046;BT0008;49056;;25;10-50-60;0350;2030449B;2085337;
7360;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0350;2030449B;2085337;
7361;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;120;10-50-60;0350;2030219B;2068058;
7362;01/05/2018;01/05/2018;PRP055;BT0024;1302;;36;10-50-60;0350;2030219B;2068058;
7363;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;48;10-50-60;0350;2030219B;2068058;
7364;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;30;10-50-60;0350;2030219B;2068058;
7365;01/05/2018;01/05/2018;PRP046;BT0008;BTN49065;;72;10-50-60;0350;2030219B;2068058;
7366;01/05/2018;01/05/2018;PRP046;BT0008;BTN490557;;100;10-50-60;0350;2030219B;2068058;
7367;01/05/2018;01/05/2018;PRP138;BT0024;1442;;12;10-50-60;0350;2030219B;2068058;
7368;01/05/2018;01/05/2018;PRP066;BT0024;1002;;36;10-50-60;0350;2030219B;2068058;
7369;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;36;10-50-60;0350;2030219B;2068058;
7370;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;75;10-50-60;0350;2030219B;2068058;
7371;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;45;10-50-60;0350;2030219B;2068058;
7372;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;24;10-50-60;0350;2030219B;2068058;
7373;01/05/2018;01/05/2018;PRP055;BT0008;611;;24;10-50-60;0350;2030219B;2068058;
7374;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;0350;2030219B;2068058;
7375;01/05/2018;01/05/2018;PRP138;BT0024;BT1932;;6;10-50-60;0350;2030219B;2068058;
7376;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0350;2030219B;2068058;
7377;01/05/2018;01/05/2018;PRP055;BT0024;1292;;12;10-50-60;0350;2030219B;2068058;
7378;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0350;2030219B;2068058;
7379;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030219B;2068058;
7380;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0350;2030219B;2068058;
7381;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030219B;2068058;
7382;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0350;2030219B;2068058;
7383;01/05/2018;01/05/2018;PRP021;BT0059;565;;12;10-50-60;0350;2030219B;2068058;
7384;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;48;10-50-60;0350;2030219B;2030229;
7385;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;30;10-50-60;0350;2030219B;2030229;
7386;01/05/2018;01/05/2018;PRP046;BT0008;BTN490557;;125;10-50-60;0350;2030219B;2030229;
7387;01/05/2018;01/05/2018;PRP046;BT0008;BTN49065;;72;10-50-60;0350;2030219B;2030229;
7388;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;60;10-50-60;0350;2030219B;2030229;
7389;01/05/2018;01/05/2018;PRP066;BT0024;1002;;48;10-50-60;0350;2030219B;2030229;
7390;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;75;10-50-60;0350;2030219B;2030229;
7391;01/05/2018;01/05/2018;PRP138;BT0024;1442;;12;10-50-60;0350;2030219B;2030229;
7392;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;75;10-50-60;0350;2030219B;2030229;
7393;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;36;10-50-60;0350;2030219B;2030229;
7394;01/05/2018;01/05/2018;PRP047;BT0024;145;;72;10-50-60;0350;2030219B;2030229;
7395;01/05/2018;01/05/2018;PRP021;BT0059;565;;36;10-50-60;0350;2030219B;2030229;
7396;01/05/2018;01/05/2018;PRP021;BT0024;113;;72;10-50-60;0350;2030219B;2030229;
7397;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0350;2030219B;2030229;
7398;01/05/2018;01/05/2018;PRP055;BT0008;611;;24;10-50-60;0350;2030219B;2030229;
7399;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0350;2030219B;2030229;
7400;01/05/2018;01/05/2018;PRP055;BT0024;1292;;12;10-50-60;0350;2030219B;2030229;
7401;01/05/2018;01/05/2018;PRP138;BT0024;BT192R;;12;10-50-60;0350;2030219B;2030229;
7402;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;6;10-50-60;0350;2030219B;2030229;
7403;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030219B;2030229;
7404;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;12;10-50-60;0350;2030219B;2030229;
7405;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030219B;2030229;
7406;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0350;2030219B;2030229;
7407;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;0350;2030219B;2030229;
7408;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;30;10-50-60;0350;2030219B;2030221;
7409;01/05/2018;01/05/2018;PRP066;BT0024;1002;;60;10-50-60;0350;2030219B;2030221;
7410;01/05/2018;01/05/2018;PRP046;BT0008;BTN490557;;125;10-50-60;0350;2030219B;2030221;
7411;01/05/2018;01/05/2018;PRP138;BT0024;BT1932;;18;10-50-60;0350;2030219B;2030221;
7412;01/05/2018;01/05/2018;PRP055;BT0024;1292;;36;10-50-60;0350;2030219B;2030221;
7413;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;75;10-50-60;0350;2030219B;2030221;
7414;01/05/2018;01/05/2018;PRP021;BT0024;114;;72;10-50-60;0350;2030219B;2030221;
7415;01/05/2018;01/05/2018;PRP046;BT0008;BTN49065;;48;10-50-60;0350;2030219B;2030221;
7416;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;24;10-50-60;0350;2030219B;2030221;
7417;01/05/2018;01/05/2018;PRP047;BT0024;150;;24;10-50-60;0350;2030219B;2030221;
7418;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;30;10-50-60;0350;2030219B;2030221;
7419;01/05/2018;01/05/2018;PRP021;BT0024;113;;72;10-50-60;0350;2030219B;2030221;
7420;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0350;2030219B;2030221;
7421;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;24;10-50-60;0350;2030219B;2030221;
7422;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;24;10-50-60;0350;2030219B;2030221;
7423;01/05/2018;01/05/2018;PRP046;BT0008;49055;;50;10-50-60;0350;2030219B;2030221;
7424;01/05/2018;01/05/2018;PRP138;BT0024;1442;;6;10-50-60;0350;2030219B;2030221;
7425;01/05/2018;01/05/2018;PRP021;BT0059;565;;24;10-50-60;0350;2030219B;2030221;
7426;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;6;10-50-60;0350;2030219B;2030221;
7427;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0350;2030219B;2030221;
7428;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030219B;2030221;
7429;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030219B;2030221;
7430;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;0350;2030219B;2030221;
7431;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010P;;294;10-50-60;0350;2030449B;2085335;
7432;01/05/2018;01/05/2018;PRP138;BT0024;BTN1442144;;48;10-50-60;0350;2030449B;2085335;
7433;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;432;10-50-60;0350;2030449B;2085335;
7434;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;36;10-50-60;0350;2030449B;2085335;
7435;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;4;10-50-60;0350;2030449B;2085335;
7436;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;24;10-50-60;0350;2030449B;2085335;
7437;01/05/2018;01/05/2018;PRP055;BT0061;BT2025;;24;10-50-60;0350;2030449B;2085335;
7438;01/05/2018;01/05/2018;PRP046;BT0008;BTN49067;;12;10-50-60;0350;2030449B;2085335;
7439;01/05/2018;01/05/2018;PRP025;BT0008;4563;;60;10-50-60;0350;2030449B;2085335;
7440;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0350;2030449B;2085335;
7441;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030449B;2085335;
7442;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030449B;2085335;
7443;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;36;10-50-60;0350;2030449B;2085335;
7444;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0350;2030449B;2085335;
7445;01/05/2018;01/05/2018;PRP046;BT0008;49056;;25;10-50-60;0350;2030449B;2085335;
7446;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010P;;294;10-50-60;0350;2030449B;2085336;
7447;01/05/2018;01/05/2018;PRP138;BT0024;BTN1442144;;42;10-50-60;0350;2030449B;2085336;
7448;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;48;10-50-60;0350;2030449B;2085336;
7449;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;288;10-50-60;0350;2030449B;2085336;
7450;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;4;10-50-60;0350;2030449B;2085336;
7451;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;24;10-50-60;0350;2030449B;2085336;
7452;01/05/2018;01/05/2018;PRP055;BT0061;BT2025;;24;10-50-60;0350;2030449B;2085336;
7453;01/05/2018;01/05/2018;PRP046;BT0008;BTN49067;;12;10-50-60;0350;2030449B;2085336;
7454;01/05/2018;01/05/2018;PRP025;BT0008;4563;;60;10-50-60;0350;2030449B;2085336;
7455;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0350;2030449B;2085336;
7456;01/05/2018;01/05/2018;PRP046;BT0063;SP3035LR;;1;10-50-60;0350;2030449B;2085336;
7457;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030449B;2085336;
7458;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030449B;2085336;
7459;01/05/2018;01/05/2018;PRP046;BT0008;4933;;15;10-50-60;0350;2030449B;2085336;
7460;01/05/2018;01/05/2018;PRP021;BT0061;BT2033;;36;10-50-60;0350;2030449B;2085336;
7461;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0350;2030449B;2085336;
7462;01/05/2018;01/05/2018;PRP046;BT0008;49056;;25;10-50-60;0350;2030449B;2085336;
7463;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010;;450;10-50-60;0350;2045541B;2026377;
7464;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;28;10-50-60;0350;2045541B;2026377;
7465;01/05/2018;01/05/2018;PRP138;BT0024;1442;;66;10-50-60;0350;2045541B;2026377;
7466;01/05/2018;01/05/2018;PRP138;BT0024;144R;;90;10-50-60;0350;2045541B;2026377;
7467;01/05/2018;01/05/2018;PRP138;BT0024;BT1902;;12;10-50-60;0350;2045541B;2026377;
7468;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2045541B;2026377;
7469;01/05/2018;01/05/2018;PRP047;BT0024;BT140;;6;10-50-60;0350;2045541B;2026377;
7470;01/05/2018;01/05/2018;PRP046;BT0008;BT4991;;-12;10-50-60;0350;2045541B;2026377;
7471;01/05/2018;01/05/2018;PRP025;BT0008;BT45010;;-30;10-50-60;0350;2045541B;2026377;
7472;01/05/2018;01/05/2018;PRP021;BT0059;565;;-36;10-50-60;0350;2045541B;2026377;
7473;01/05/2018;01/05/2018;PRP047;BT0024;BT120;;-36;10-50-60;0350;2045541B;2026377;
7474;01/05/2018;01/05/2018;PRP047;BT0024;150;;-24;10-50-60;0350;2045541B;2026377;
7475;01/05/2018;01/05/2018;PRP066;BT0024;1002;;-36;10-50-60;0350;2045541B;2026377;
7476;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;120;10-50-60;0350;2030219B;2030224;
7477;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;48;10-50-60;0350;2030219B;2030224;
7478;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;30;10-50-60;0350;2030219B;2030224;
7479;01/05/2018;01/05/2018;PRP046;BT0008;BTN49065;;72;10-50-60;0350;2030219B;2030224;
7480;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;75;10-50-60;0350;2030219B;2030224;
7481;01/05/2018;01/05/2018;PRP138;BT0024;1442;;12;10-50-60;0350;2030219B;2030224;
7482;01/05/2018;01/05/2018;PRP066;BT0024;1002;;36;10-50-60;0350;2030219B;2030224;
7483;01/05/2018;01/05/2018;PRP046;BT0008;BTN490557;;75;10-50-60;0350;2030219B;2030224;
7484;01/05/2018;01/05/2018;PRP047;BT0024;150;;24;10-50-60;0350;2030219B;2030224;
7485;01/05/2018;01/05/2018;PRP055;BT0024;1292;;24;10-50-60;0350;2030219B;2030224;
7486;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;36;10-50-60;0350;2030219B;2030224;
7487;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0350;2030219B;2030224;
7488;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;45;10-50-60;0350;2030219B;2030224;
7489;01/05/2018;01/05/2018;PRP138;BT0024;BT1932;;6;10-50-60;0350;2030219B;2030224;
7490;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0350;2030219B;2030224;
7491;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030219B;2030224;
7492;01/05/2018;01/05/2018;PRP021;BT0024;113;;36;10-50-60;0350;2030219B;2030224;
7493;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;12;10-50-60;0350;2030219B;2030224;
7494;01/05/2018;01/05/2018;PRP138;BT0024;144R;;6;10-50-60;0350;2030219B;2030224;
7495;01/05/2018;01/05/2018;PRP021;BT0024;215;;36;10-50-60;0350;2030219B;2030224;
7496;01/05/2018;01/05/2018;PRP138;BT0024;1442;;30;10-50-60;0350;2030219B;2047231;
7497;01/05/2018;01/05/2018;PRP138;BT0061;BT2024;;30;10-50-60;0350;2030219B;2047231;
7498;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;60;10-50-60;0350;2030219B;2047231;
7499;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;75;10-50-60;0350;2030219B;2047231;
7500;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;90;10-50-60;0350;2030219B;2047231;
7501;01/05/2018;01/05/2018;PRP046;BT0008;BTN49065;;48;10-50-60;0350;2030219B;2047231;
7502;01/05/2018;01/05/2018;PRP066;BT0024;1002;;36;10-50-60;0350;2030219B;2047231;
7503;01/05/2018;01/05/2018;PRP046;BT0008;BTN490557;;75;10-50-60;0350;2030219B;2047231;
7504;01/05/2018;01/05/2018;PRP001;BT0024;BT203;;24;10-50-60;0350;2030219B;2047231;
7505;01/05/2018;01/05/2018;PRP138;BT0024;144R;;18;10-50-60;0350;2030219B;2047231;
7506;01/05/2018;01/05/2018;PRP055;BT0024;1302;;12;10-50-60;0350;2030219B;2047231;
7507;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;24;10-50-60;0350;2030219B;2047231;
7508;01/05/2018;01/05/2018;PRP055;BT0024;BT1222;;24;10-50-60;0350;2030219B;2047231;
7509;01/05/2018;01/05/2018;PRP021;BT0059;565;;24;10-50-60;0350;2030219B;2047231;
7510;01/05/2018;01/05/2018;PRP021;BT0024;114;;36;10-50-60;0350;2030219B;2047231;
7511;01/05/2018;01/05/2018;PRP047;BT0024;150;;12;10-50-60;0350;2030219B;2047231;
7512;01/05/2018;01/05/2018;PRP055;BT0024;1292;;12;10-50-60;0350;2030219B;2047231;
7513;01/05/2018;01/05/2018;PRP138;BT0024;BT1922;;6;10-50-60;0350;2030219B;2047231;
7514;01/05/2018;01/05/2018;PRP047;BT0024;145;;36;10-50-60;0350;2030219B;2047231;
7515;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2030219B;2047231;
7516;01/05/2018;01/05/2018;PRP046;BT0008;49055;;25;10-50-60;0350;2030219B;2047231;
7517;01/05/2018;01/05/2018;PRP055;BT0063;SP9059;;24;10-50-60;0350;2015221B;2015225;
7518;01/05/2018;01/05/2018;PRP138;BT0024;1352;;18;10-50-60;0350;2015221B;2015225;
7519;01/05/2018;01/05/2018;PRP138;BT0024;1362;;12;10-50-60;0350;2015221B;2015225;
7520;01/05/2018;01/05/2018;PRP055;BT0063;9050;;24;10-50-60;0350;2015221B;2015225;
7521;01/05/2018;01/05/2018;PRP021;BT0059;BTN565P;;48;10-50-60;0350;2015221B;2015225;
7522;01/05/2018;01/05/2018;PRP138;BT0024;136R;;12;10-50-60;0350;2015221B;2015225;
7523;01/05/2018;01/05/2018;PRP067;BT0024;BT1642H;;24;10-50-60;0350;2015221B;2015225;
7524;01/05/2018;01/05/2018;PRP081;BT0063;SP8500;;12;10-50-60;0350;2015221B;2015225;
7525;01/05/2018;01/05/2018;PRP138;BT0024;135R;;12;10-50-60;0350;2015221B;2015225;
7526;01/05/2018;01/05/2018;PRP047;BT0024;BT12;;24;10-50-60;0350;2015221B;2015225;
7527;01/05/2018;01/05/2018;PRP065;BT0063;9064D;;12;10-50-60;0350;2015221B;2015225;
7528;01/05/2018;01/05/2018;PRP046;BT0063;SP3045BR;;2;10-50-60;0350;2015221B;2015225;
7529;01/05/2018;01/05/2018;PRP138;BT0024;1382;;12;10-50-60;0350;2015221B;2015225;
7530;01/05/2018;01/05/2018;PRP055;BT0063;9058;;6;10-50-60;0350;2015221B;2015225;
7531;01/05/2018;01/05/2018;PRP021;BT0059;BTN565B;;24;10-50-60;0350;2015221B;2015225;
7532;01/05/2018;01/05/2018;PRP138;BT0024;1342;;6;10-50-60;0350;2015221B;2015225;
7533;01/05/2018;01/05/2018;PRP065;BT0063;9005D;;12;10-50-60;0350;2015221B;2015225;
7534;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;0350;2015221B;2015225;
7535;01/05/2018;01/05/2018;PRP067;BT0024;BT1692H;;12;10-50-60;0350;2015221B;2015225;
7536;01/05/2018;01/05/2018;PRP065;BT0063;9004D;;12;10-50-60;0350;2015221B;2015225;
7537;01/05/2018;01/05/2018;PRP028;BT0063;SP9502/3;;40;10-50-60;0350;2015221B;2015225;
7538;01/05/2018;01/05/2018;PRP040;BT0063;SP9063;;12;10-50-60;0350;2015221B;2015225;
7539;01/05/2018;01/05/2018;PRP138;BT0024;BT190R;;6;10-50-60;0350;2015221B;2015225;
7540;01/05/2018;01/05/2018;PRP077;BT0063;9010;;12;10-50-60;0350;2015221B;2015225;
7541;01/05/2018;01/05/2018;PRP077;BT0063;9012;;12;10-50-60;0350;2015221B;2015225;
7542;01/05/2018;01/05/2018;PRP077;BT0063;SP9010AM;;6;10-50-60;0350;2015221B;2015225;
7543;01/05/2018;01/05/2018;PRP077;BT0063;9015;;12;10-50-60;0350;2015221B;2015225;
7544;01/05/2018;01/05/2018;PRP138;BT0024;1352;;18;10-50-60;0350;2015221B;2015221;
7545;01/05/2018;01/05/2018;PRP138;BT0024;BT1972;;6;10-50-60;0350;2015221B;2015221;
7546;01/05/2018;01/05/2018;PRP025;BT0010;855;;60;10-50-60;0350;2015221B;2015221;
7547;01/05/2018;01/05/2018;PRP138;BT0024;BT190R;;24;10-50-60;0350;2015221B;2015221;
7548;01/05/2018;01/05/2018;PRP138;BT0024;BT1912;;4;10-50-60;0350;2015221B;2015221;
7549;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;60;10-50-60;0350;2015221B;2015221;
7550;01/05/2018;01/05/2018;PRP138;BT0024;1442;;12;10-50-60;0350;2015221B;2015221;
7551;01/05/2018;01/05/2018;PRP025;BT0010;856;;60;10-50-60;0350;2015221B;2015221;
7552;01/05/2018;01/05/2018;PRP065;BT0063;9064D;;12;10-50-60;0350;2015221B;2015221;
7553;01/05/2018;01/05/2018;PRP138;BT0024;1362;;6;10-50-60;0350;2015221B;2015221;
7554;01/05/2018;01/05/2018;PRP001;BT0024;489;;36;10-50-60;0350;2015221B;2015221;
7555;01/05/2018;01/05/2018;PRP138;BT0024;1382;;12;10-50-60;0350;2015221B;2015221;
7556;01/05/2018;01/05/2018;PRP055;BT0063;9058;;6;10-50-60;0350;2015221B;2015221;
7557;01/05/2018;01/05/2018;PRP021;BT0059;BTN566P;;12;10-50-60;0350;2015221B;2015221;
7558;01/05/2018;01/05/2018;PRP021;BT0059;BTN566B;;12;10-50-60;0350;2015221B;2015221;
7559;01/05/2018;01/05/2018;PRP138;BT0024;144R;;12;10-50-60;0350;2015221B;2015221;
7560;01/05/2018;01/05/2018;PRP003;BT0024;1384;;6;10-50-60;0350;2015221B;2015221;
7561;01/05/2018;01/05/2018;PRP067;BT0024;BT1692H;;12;10-50-60;0350;2015221B;2015221;
7562;01/05/2018;01/05/2018;PRP077;BT0063;9019;;6;10-50-60;0350;2015221B;2015221;
7563;01/05/2018;01/05/2018;PRP021;BT0024;115;;36;10-50-60;0350;2015221B;2015221;
7564;01/05/2018;01/05/2018;PRP066;BT0024;BTN1002H;;12;10-50-60;0350;2015221B;2015221;
7565;01/05/2018;01/05/2018;PRP040;BT0063;SP9063;;12;10-50-60;0350;2015221B;2015221;
7566;01/05/2018;01/05/2018;PRP077;BT0063;9014;;6;10-50-60;0350;2015221B;2015221;
7567;01/05/2018;01/05/2018;PRP021;BT0059;BTN565P;;12;10-50-60;0350;2015221B;2015221;
7568;01/05/2018;01/05/2018;PRP021;BT0059;BTN565B;;12;10-50-60;0350;2015221B;2015221;
7569;01/05/2018;01/05/2018;PRP138;BT0024;BT192R;;6;10-50-60;0350;2015221B;2015221;
7570;01/05/2018;01/05/2018;PRP077;BT0063;9010;;12;10-50-60;0350;2015221B;2015221;
7571;01/05/2018;01/05/2018;PRP077;BT0063;9012;;12;10-50-60;0350;2015221B;2015221;
7572;01/05/2018;01/05/2018;PRP077;BT0063;9015;;12;10-50-60;0350;2015221B;2015221;
7573;01/05/2018;01/05/2018;PRP138;BT0024;BT190R;;120;10-50-60;0350;2001346B;2001346;
7574;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;240;10-50-60;0350;2001346B;2001346;
7575;01/05/2018;01/05/2018;PRP067;BT0024;BT167215;;120;10-50-60;0350;2001346B;2001346;
7576;01/05/2018;01/05/2018;PRP067;BT0060;BT4072;;120;10-50-60;0350;2001346B;2001346;
7577;01/05/2018;01/05/2018;PRP067;BT0061;BT2029;;48;10-50-60;0350;2001346B;2001346;
7578;01/05/2018;01/05/2018;PRP138;BT0024;144R;;24;10-50-60;0350;2001346B;2001346;
7579;01/05/2018;01/05/2018;PRP055;BT0061;BT2025;;36;10-50-60;0350;2001346B;2001346;
7580;01/05/2018;01/05/2018;PRP067;BT0061;BT2012;;30;10-50-60;0350;2001346B;2001346;
7581;01/05/2018;01/05/2018;PRP001;BT0024;489;;36;10-50-60;0350;2001346B;2001346;
7582;01/05/2018;01/05/2018;PRP067;BT0024;BT164215;;15;10-50-60;0350;2001346B;2001346;
7583;01/05/2018;01/05/2018;PRP046;BT0008;BT4990;;24;10-50-60;0350;2001346B;2001346;
7584;01/05/2018;01/05/2018;PRP051;BT0024;BT702;;24;10-50-60;0350;2001346B;2001346;
7585;01/05/2018;01/05/2018;PRP025;BT0008;4544D144;;720;10-50-60;0350;2077899B;2088538;
7586;01/05/2018;01/05/2018;PRP066;BT0061;BT2022;;120;10-50-60;0350;2077899B;2088538;
7587;01/05/2018;01/05/2018;PRP066;BT0024;1002;;60;10-50-60;0350;2077899B;2088538;
7588;01/05/2018;01/05/2018;PRP055;BT0061;BT2025;;60;10-50-60;0350;2077899B;2088538;
7589;01/05/2018;01/05/2018;PRP067;BT0061;BT2003;;75;10-50-60;0350;2077899B;2088538;
7590;01/05/2018;01/05/2018;PRP025;BT0008;BTN45010;;50;10-50-60;0350;2077899B;2088538;
7591;01/05/2018;01/05/2018;PRP046;BT0008;49057;;125;10-50-60;0350;2077899B;2088538;
7592;01/05/2018;01/05/2018;PRP047;BT0024;150;;36;10-50-60;0350;2077899B;2088538;
7593;01/05/2018;01/05/2018;PRP021;BT0059;567;;36;10-50-60;0350;2077899B;2088538;
7594;01/05/2018;01/05/2018;PRP021;BT0024;112;;72;10-50-60;0350;2077899B;2088538;
7595;01/05/2018;01/05/2018;PRP021;BT0024;115;;72;10-50-60;0350;2077899B;2088538;
7596;01/05/2018;01/05/2018;PRP021;BT0059;565;;24;10-50-60;0350;2077899B;2088538;
7597;01/05/2018;01/05/2018;PRP046;BT0008;49055;;75;10-50-60;0350;2077899B;2088538;
7598;01/05/2018;01/05/2018;PRP055;BT0061;BT2028;;24;10-50-60;0350;2077899B;2088538;
7599;01/05/2018;01/05/2018;PRP055;BT0024;BT1232;;24;10-50-60;0350;2077899B;2088538;
